ORIGGPCD;ORIGGPFR;ORIGFDCD;ORIGFDNM;Energie, Règlement UE N° 1169/2011 (kJ/100g);Energie, Règlement UE N° 1169/2011 (kcal/100g);Energie, N x facteur Jones, avec fibres  (kJ/100g);Energie, N x facteur Jones, avec fibres  (kcal/100g);Eau (g/100g);Protéines (g/100g);Protéines brutes, N x 6.25 (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG saturés (g/100g);AG monoinsaturés (g/100g);AG polyinsaturés (g/100g);AG 4:0, butyrique (g/100g);AG 6:0, caproïque (g/100g);AG 8:0, caprylique (g/100g);AG 10:0, caprique (g/100g);AG 12:0, laurique (g/100g);AG 14:0, myristique (g/100g);AG 16:0, palmitique (g/100g);AG 18:0, stéarique (g/100g);AG 18:1 9c (n-9), oléique (g/100g);AG 18:2 9c,12c (n-6), linoléique (g/100g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g);Cholestérol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (µg/100g);Magnésium (mg/100g);Manganèse (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Sélénium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Rétinol (µg/100g);Beta-Carotène (µg/100g);Vitamine D (µg/100g);Vitamine E (mg/100g);Vitamine K1 (µg/100g);Vitamine K2 (µg/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothénique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (µg/100g);Vitamine B12 (µg/100g)
23.2;Cidres et similaires;5007;Cidre doux;-;-;-;-;                92.1;0;0;                5.67;0;                4.87;-;0;                0.48;                0.29;                 1.9;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.012;                8.45;-;               0.003;                0.84;                 0.7;                3.35;                0.02;                   3;                93.2;0;                4.95;                0.02;-;traces;-;-;-;-;                14.1;-;-;-;-;-;-;-
23.2;Cidres et similaires;5020;Cidre traditionnel;-;-;-;-;                94.2;0;0;                1.87;0;                1.58;-;0;                0.28;                0.29;                3.64;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.013;                8.95;-;               0.003;                0.74;                 0.7;                 3.4;                0.02;                   3;                95.8;0;                5.35;                0.02;-;0;-;-;-;-;                14.1;-;-;-;-;-;-;-
23.3;Vins;1006;Vin doux;                 615;                 147;                 615;                 147;                73.6;                0.12;                0.12;                  10;0;                4.44;0;0;-;                0.99;                15.3;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;-;0;0;0;               0.027;                7.46;-;               0.053;                0.35;                   1;                9.07;               0.071;                   9;                83.1;                0.07;                10.9;                0.11;0;0;0;0;0;-;0;               0.018;               0.014;                0.14;               0.032;              0.0078;                 0.1;0
23.3;Vins;5100;Pétillant de fruits;                 275;                65.6;                 275;                65.6;                87.6;0;0;                6.94;0;                6.94;0;0;-;               0.052;                5.41;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;              0.0075;                   6;-;traces;                 0.4;                 0.7;                   4;                0.05;                   4;                  30;-;                   3;                 0.1;0;-;0;0;-;-;-;-;-;                 0.1;                 0.2;                 0.1;-;-
23.3;Vins;5200;Vin blanc 11°;                 323;                77.7;                 323;                77.7;                87.5;                0.07;                0.07;                2.58;0;                1.68;0;0;-;                0.21;                9.59;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;-;0;0;0;              0.0042;                5.64;-;              0.0078;                0.49;                   1;                5.72;                0.11;                13.5;                75.3;< 2.2;                 1.7;               0.083;0;0;0;0;                 0.4;-;0;               0.005;               0.013;               0.094;               0.038;               0.032;                 0.6;0
23.3;Vins;5201;Vin blanc mousseux;                 313;                75.3;                 313;                75.3;                88.4;                 0.1;                 0.1;                 1.4;0;                 1.4;0;0;-;                 0.2;                 9.9;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;              0.0035;                9.16;-;< 0.0019;                 0.5;                   1;                5.28;               0.045;                   7;                  57;< 2.2;                1.41;               0.024;0;0;0;0;0;-;0;               0.005;                0.01;                0.07;                0.03;               0.017;                 0.1;0
23.3;Vins;5203;Vin rouge 10°;                 279;                67.3;                 279;                67.3;-;                 0.2;                 0.2;traces;0;-;-;0;               0.017;                0.16;                 9.5;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;              0.0021;                6.41;-;                0.01;                0.93;                 1.2;                7.55;               0.092;                  14;                 130;< 2.2;                0.84;                0.13;-;0;-;-;-;-;-;traces;                0.02;                0.09;                0.04;                0.02;traces;traces
23.3;Vins;5204;Vin rouge 11°;                 322;                77.7;                 322;                77.7;                88.1;               0.075;               0.075;                1.03;0;                0.62;0;0;               0.017;                0.28;                10.5;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;-;0;0;0;              0.0025;                5.43;-;              0.0077;                0.46;                 1.2;                6.93;                 0.1;                  23;                 127;< 2.2;                1.01;               0.086;0;                   1;0;0;                 0.4;-;0;               0.005;               0.031;                0.22;                0.03;               0.057;                   1;0
23.3;Vins;5205;Vin rouge 12°;                 318;                76.5;                 318;                76.5;                88.1;               0.085;               0.085;                1.58;0;                0.62;0;0;               0.017;                0.29;                9.98;0;0;0;0;0;0;0;-;0;0;0;0;-;-;-;-;0;0;0;               0.003;                6.04;-;               0.011;                0.61;                0.97;                6.93;               0.089;                16.5;                 114;< 2.2;                 1.2;                0.16;0;                   1;0;0;                 0.4;-;0;               0.005;               0.026;                0.16;                0.12;               0.036;                 0.6;0
23.3;Vins;5206;Vin rosé 11°;                 297;                71.5;                 297;                71.5;                88.9;                 0.2;                 0.2;                 1.4;0;-;-;0;-;                 0.2;                 9.3;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;                0.01;                  12;-;               0.035;                0.95;                   1;                   7;                 0.1;                   6;                  75;                 0.2;                   4;               0.027;0;-;0;0;0;-;0;                0.01;                0.07;                 0.1;                0.04;               0.023;                 0.2;0
23.3;Vins;5207;Champagne;                 340;                81.7;                 340;                81.7;                86.8;                 0.3;                 0.3;                2.81;0;                 1.4;0;0;-;                0.19;                 9.9;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;              0.0048;                7.15;-;              0.0062;                0.11;                 0.7;                7.97;               0.049;                   7;                22.8;< 10;                1.93;               0.042;0;0;0;0;-;-;0;traces;                0.01;                 0.1;               0.045;                0.02;traces;0
23.3;Vins;5208;Vin rouge 13°;                 304;                73.3;                 304;                73.3;                89.1;                 0.1;                 0.1;                 0.2;0;                0.15;0;0;-;                 0.3;                10.3;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;              0.0078;                6.36;-;                0.01;                 0.9;                 1.1;                8.95;               0.089;                  13;                 110;                 0.1;                 3.1;                0.16;0;0;0;0;-;-;0;               0.002;               0.026;                 0.1;                0.12;                0.03;                   1;0
23.3;Vins;5209;Vin blanc mousseux aromatisé;                 348;                83.5;                 348;                83.5;-;                 0.2;                 0.2;                 5.1;0;                 5.1;0;0;-;                0.17;                 8.9;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;               0.033;                  14;-;-;                 0.6;-;-;-;                  13;                 110;-;                  13;0;0;0;0;0;-;-;0;0;                0.01;                 0.1;-;                0.01;0;-
23.3;Vins;5211;Vin blanc sec 11°;                 232;                55.9;                 232;                55.9;-;< 0.5;< 0.5;                0.17;0;                0.17;-;0;-;                0.19;                7.75;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;              0.0063;                 7.1;                 2.7;< 0.01;                0.34;< 20;                 7.3;                0.09;                13.9;                84.3;< 20;                 2.5;< 0.05;-;-;-;-;< 0.8;-;< 0.5;< 0.01;< 0.01;< 0.1;               0.038;< 0.01;< 5;-
23.4;Liqueurs et alcools;1000;Pastis;                1140;                 274;                1140;                 274;                59.6;0;0;                2.91;0;0;0;0;0;               0.002;                37.5;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;-;-;-;                   1;0;0;-;                   2;0;0;                0.02;0;0;0;-;-;-;0;0;0;0;0;0;0;0
23.4;Liqueurs et alcools;1001;Eau de vie;                 944;                 228;                 944;                 228;                66.3;0;0;                 2.8;0;0;0;0;0;0;                30.9;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;              0.0025;                 0.5;-;               0.051;                0.04;                   1;0;0;                   5;                   1;0;                   1;               0.019;0;0;0;0;0;-;0;0;0;0;0;0;0;0
23.4;Liqueurs et alcools;1002;Gin;                1100;                 265;                1100;                 265;                62.1;0;0;                   0;0;0;0;0;0;0;                37.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;               0.005;0;-;              0.0025;                0.18;                   1;0;0;0;0;-;                   2;               0.004;0;0;0;0;0;-;0;0;0;0;0;0;0;0
23.4;Liqueurs et alcools;1003;Liqueur;                1380;                 328;                1380;                 328;                35.6;                 0.1;                 0.1;                39.6;                 0.3;                35.3;0;0;0;                 0.6;                23.8;0;               0.083;                0.02;                0.12;0;0;0;0;0;0;               0.061;               0.015;               0.018;               0.069;               0.052;-;0;0;0;               0.018;                   1;-;                0.03;                0.08;                   1;                   3;               0.022;                   6;                  30;-;                7.25;                0.09;0;0;0;0;0;-;0;               0.004;               0.012;                0.12;0;0;0;0
23.4;Liqueurs et alcools;1004;Rhum;                1030;                 248;                1030;                 248;                64.5;0;0;                0.04;0;0;0;0;0;0;                35.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;              0.0025;0;-;               0.059;                0.08;                   1;0;               0.018;                 4.5;                   2;-;                   1;               0.043;0;0;0;0;0;-;0;               0.007;               0.004;               0.013;0;               0.001;0;0
23.4;Liqueurs et alcools;1005;Whisky;                1030;                 249;                1030;                 249;                63.7;0;0;                1.57;0;                 0.1;0;0;0;0;                34.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;               0.017;                0.02;                   1;0;               0.008;                   3;                   1;-;0;               0.014;0;0;0;0;0;-;0;               0.008;               0.001;                0.05;0;0;0;0
23.4;Liqueurs et alcools;1008;Vodka;                 981;                 237;                 981;                 237;                65.9;0;0;                0.69;0;0;0;0;0;                0.01;                33.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;              0.0025;0;-;              0.0083;               0.025;                   1;0;               0.018;                4.75;                1.25;-;                   1;               0.022;0;0;0;0;0;-;0;              0.0053;              0.0063;               0.013;0;               0.001;0;0
23.4;Liqueurs et alcools;1014;Alcool pur;                2730;                 660;                2730;                 660;-;0;0;0;0;0;0;0;0;                1E-6;                94.3;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;-;-;0;                   1;0;-;0;0;-;0;0;0;0;0;0;-;-;0;0;0;0;-;0;0;0
23.4;Liqueurs et alcools;1015;Marsala;                 887;                 211;                 887;                 211;                57.7;                 0.1;                 0.1;                27.9;0;                27.9;0;0;0;                0.12;                14.2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;                0.01;                   4;-;-;                 0.4;-;-;-;                  12;                  97;-;                   4;0;0;0;0;0;-;-;0;0;                0.01;                 0.1;-;                0.01;0;-
23.4;Liqueurs et alcools;1016;Marsala aux oeufs;                 640;                 153;                 640;                 153;-;0;0;                12.4;0;                12.4;0;0;0;0;                14.8;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;-;-;0;-;-;-;0;0;-;0;0;0;0;0;0;-;-;0;0;0;0;-;0;0;-
23.4;Liqueurs et alcools;1021;Crème de cassis;                1060;                 251;                1060;                 251;                  46;0;0;                41.4;0;                  41;0;traces;0;                0.32;                12.3;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;               0.005;                23.1;-;               0.044;                0.54;                0.87;                8.44;                0.11;                18.5;                 128;                0.57;                1.99;                0.12;0;                48.1;0;                0.52;-;-;                   5;               0.015;               0.015;                0.11;                0.15;                0.03;                2.96;0
23.4;Liqueurs et alcools;1023;Eau de vie de vin, type armagnac, cognac;                 945;                 228;                 945;                 228;                  68;0;0;                   1;0;0;-;0;0;-;                  32;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;                0.16;-;-;-;-;-;-;-;-;               0.016;0;-;0;0;-;-;0;0;0;0;0;0;0;0
